id,gender,school,state
99663,Female,Public university,Colorado
99664,Female,Junior college,Iowa
99665,Female,Junior college,Florida
99666,Female,High school,Arkansas
99667,Female,Public university,Alabama
99668,Female,University college,Utah
99669,Female,University-preparatory school,Hawaii
99670,Female,Public university,Massachussets
99671,Female,Gymnasium,Ohio
99672,Female,University college,New York
99673,Female,University-preparatory school,Utah
99674,Female,Corporate university,Arizona
99675,Female,University-preparatory school,New York
99676,Female,Technical college,Texas
99677,Female,Middle school,Alabama
99678,Female,Junior college,Kansas
99679,Female,Technical college,Rhode Island
99680,Female,University-preparatory school,Missouri
99681,Female,University-preparatory school,Kentucky
99682,Female,Graduate school,Maine
99683,Female,University-preparatory school,Texas
99684,Female,University-preparatory school,Colorado
99685,Female,High school,Oklahoma
99686,Female,Junior college,Utah
99687,Female,High school,Missouri
99688,Female,Corporate university,Alabama
99689,Female,Public university,Alaska
99690,Female,Graduate school,Montana
99691,Female,Graduate school,Montana
99692,Female,High school,Iowa
99693,Female,Junior college,Massachussets
99694,Female,Corporate university,Tennessee
99695,Female,Public university,South Carolina
99696,Female,University-preparatory school,West Virginia
99697,Female,University college,Colorado
99698,Female,Junior college,New Hampshire
99699,Female,University-preparatory school,Alaska
99700,Female,University-preparatory school,Montana
99701,Female,Corporate university,Texas
99702,Female,Gymnasium,Ohio
99703,Female,Corporate university,Arizona
99704,Female,Middle school,Florida
99705,Female,Gymnasium,Oregon
99706,Female,Public university,Rhode Island
99707,Female,University-preparatory school,West Virginia
99708,Female,Junior college,Kentucky
99709,Female,Corporate university,Montana
99710,Female,University college,Indiana
99711,Female,Corporate university,Ohio
99712,Female,Junior college,Alabama
99713,Female,Gymnasium,Kentucky
99714,Female,Technical college,South Carolina
99715,Female,Graduate school,Oklahoma
99716,Female,High school,Wyoming
99717,Female,University-preparatory school,Michigan
99718,Female,Corporate university,Pennsylvania
99719,Female,Junior college,Nebraska
99720,Female,High school,Oklahoma
99721,Female,University college,Wisconsin
99722,Female,Middle school,Oklahoma
99723,Female,Junior college,Connecticut
99724,Female,University college,Wyoming
99725,Female,Technical college,Washington
99726,Female,Public university,New Mexico
99727,Female,Technical college,Michigan
99728,Female,Gymnasium,Ohio
99729,Female,Junior college,Arkansas
99730,Female,Gymnasium,Washington
99731,Female,Junior college,Connecticut
99732,Female,University college,South Dakota
99733,Female,Junior college,Alaska
99734,Female,Corporate university,Vermont
99735,Female,Gymnasium,Louisiana
99736,Female,Gymnasium,Montana
99737,Female,Corporate university,Rhode Island
99738,Female,Middle school,Montana
99739,Female,Gymnasium,Kansas
99740,Female,High school,Nebraska
99741,Female,Junior college,Montana
99742,Female,Middle school,Ohio
99743,Female,Public university,California
99744,Female,Graduate school,Virginia
99745,Female,Junior college,Delaware
99746,Female,Technical college,Michigan
99747,Female,Corporate university,Pennsylvania
99748,Female,University college,Louisiana
99749,Female,Technical college,Colorado
99750,Female,University-preparatory school,Arizona
99751,Female,Gymnasium,Virginia
99752,Female,Junior college,Pennsylvania
99753,Female,Gymnasium,California
99754,Female,Graduate school,Maine
99755,Female,University college,Nevada
99756,Female,Graduate school,Louisiana
99757,Female,University college,California
99758,Female,High school,Maine
99759,Female,University-preparatory school,Nebraska
99760,Female,Junior college,Alaska
99761,Female,Graduate school,Virginia
99762,Female,University-preparatory school,New York
99763,Female,Gymnasium,Utah
99764,Female,Gymnasium,Kentucky
99765,Female,University college,Colorado
99766,Female,Technical college,Alaska
99767,Female,High school,West Virginia
99768,Female,Public university,New Jersey
99769,Female,Technical college,Indiana
99770,Female,Graduate school,Virginia
99771,Female,Junior college,Maine
99772,Female,Graduate school,Hawaii
99773,Female,Middle school,Montana
99774,Female,Junior college,Michigan
99775,Female,Technical college,Virginia
99776,Female,University-preparatory school,Connecticut
99777,Female,University college,South Carolina
99778,Female,University-preparatory school,Iowa
99779,Female,University-preparatory school,Texas
99780,Female,University-preparatory school,Kansas
99781,Female,University-preparatory school,Alabama
99782,Female,University-preparatory school,Kentucky
99783,Female,Gymnasium,Colorado
99784,Female,High school,North Dakota
99785,Female,University college,Colorado
99786,Female,Technical college,Missouri
99787,Female,Middle school,California
99788,Female,Public university,Maryland
99789,Female,Corporate university,Montana
99790,Female,University college,Alaska
99791,Female,High school,Missouri
99792,Female,Technical college,Nevada
99793,Female,Middle school,Kentucky
99794,Female,University college,Michigan
99795,Female,High school,Maine
99796,Female,University college,Oklahoma
99797,Female,Corporate university,Illinois
99798,Female,University-preparatory school,Delaware
99799,Female,Corporate university,Kansas
99800,Female,University college,New York
99801,Female,Public university,Indiana
99802,Female,Public university,Missouri
99803,Female,Corporate university,Maine
99804,Female,Middle school,Nebraska
99805,Female,Junior college,California
99806,Female,University-preparatory school,Illinois
99807,Female,Corporate university,Rhode Island
99808,Female,Gymnasium,Wisconsin
99809,Female,Junior college,Nevada
99810,Female,High school,Florida
99811,Female,Technical college,Iowa
99812,Female,Middle school,Delaware
99813,Female,Gymnasium,Kansas
99814,Female,Public university,California
99815,Female,Technical college,Wisconsin
99816,Female,Middle school,Tennessee
99817,Female,Public university,Kentucky
99818,Female,Public university,Vermont
99819,Female,University college,Maine
99820,Female,Junior college,Missouri
99821,Female,Middle school,North Dakota
99822,Female,University-preparatory school,New York
99823,Female,Graduate school,Colorado
99824,Female,Graduate school,Rhode Island
99825,Female,Junior college,Indiana
99826,Female,Graduate school,Hawaii
99827,Female,Technical college,Indiana
99828,Female,Corporate university,Rhode Island
99829,Female,University-preparatory school,Wyoming
99830,Female,Middle school,Georgia
99831,Female,University-preparatory school,Missouri
99832,Female,Public university,Maine
99833,Female,Public university,Arkansas
99834,Female,Corporate university,Tennessee
99835,Female,University-preparatory school,Kansas
99836,Female,Technical college,Connecticut
99837,Female,Junior college,Kentucky
99838,Female,Corporate university,Tennessee
99839,Female,Public university,South Carolina
99840,Female,Corporate university,Arizona
99841,Female,Graduate school,Maine
99842,Female,Middle school,Ohio
99843,Female,University college,Massachussets
99844,Female,Gymnasium,Tennessee
99845,Female,Corporate university,Illinois
99846,Female,University-preparatory school,Maine
99847,Female,Public university,Pennsylvania
99848,Female,High school,Missouri
99849,Female,Corporate university,Delaware
99850,Female,Corporate university,Wisconsin
99851,Female,Public university,Ohio
99852,Female,University college,Wisconsin
99853,Female,Corporate university,Idaho
99854,Female,High school,Idaho
99855,Female,Junior college,Texas
99856,Female,Middle school,California
99857,Female,Middle school,California
99858,Female,High school,Massachussets
99859,Female,Graduate school,Arkansas
99860,Female,University college,California
99861,Female,Technical college,West Virginia
99862,Female,Graduate school,Alabama
99863,Female,Middle school,Vermont
99864,Female,Graduate school,Virginia
99865,Female,Corporate university,Idaho
99866,Female,High school,Alabama
99867,Female,Junior college,Kansas
99868,Female,Gymnasium,Massachussets
99869,Female,Junior college,Massachussets
99870,Female,Corporate university,Louisiana
99871,Female,Public university,Delaware
99872,Female,University college,Arkansas
99873,Female,Junior college,Colorado
99874,Female,University-preparatory school,Minnesota
99875,Female,Graduate school,Connecticut
99876,Female,Gymnasium,South Carolina
99877,Female,Middle school,New Hampshire
99878,Female,University-preparatory school,New Jersey
99879,Female,Technical college,Oklahoma
99880,Female,Junior college,Alaska
99881,Female,Gymnasium,North Dakota
99882,Female,Technical college,Vermont
99883,Female,Technical college,New York
99884,Female,Corporate university,Michigan
99885,Female,Middle school,Vermont
99886,Female,University college,Georgia
99887,Female,Middle school,New Mexico
99888,Female,Corporate university,Rhode Island
99889,Female,Public university,Oregon
99890,Female,Middle school,Delaware
99891,Female,High school,Minnesota
99892,Female,Corporate university,Maine
99893,Female,High school,Vermont
99894,Female,Middle school,New Hampshire
99895,Female,Gymnasium,Florida
99896,Female,Technical college,Michigan
99897,Female,University-preparatory school,California
99898,Female,Graduate school,Texas
99899,Female,University college,Nevada
99900,Female,High school,Connecticut
99901,Female,High school,Mississippi
99902,Female,Corporate university,Minnesota
99903,Female,Public university,New Jersey
99904,Female,Corporate university,Idaho
99905,Female,High school,West Virginia
99906,Female,Gymnasium,Washington
99907,Female,High school,Missouri
99908,Female,University college,South Dakota
99909,Female,High school,Nevada
99910,Female,High school,Washington
99911,Female,Public university,Hawaii
99912,Female,Gymnasium,South Dakota
99913,Female,Middle school,Arizona
99914,Female,Middle school,Ohio
99915,Female,Public university,Utah
99916,Female,University-preparatory school,Hawaii
99917,Female,Gymnasium,New Hampshire
99918,Female,Corporate university,Kentucky
99919,Female,Technical college,Arkansas
99920,Female,Graduate school,Arizona
99921,Female,Gymnasium,Indiana
99922,Female,Technical college,West Virginia
99923,Female,Corporate university,Tennessee
99924,Female,High school,Kentucky
99925,Female,Public university,Utah
99926,Female,Corporate university,Minnesota
99927,Female,High school,Nevada
99928,Female,University college,Texas
99929,Female,Junior college,Wyoming
99930,Female,Graduate school,Arkansas
99931,Female,University-preparatory school,Georgia
99932,Female,Gymnasium,Minnesota
99933,Female,Public university,California
99934,Female,University-preparatory school,Oklahoma
99935,Female,High school,Washington
99936,Female,Gymnasium,Arizona
99937,Female,Graduate school,Indiana
99938,Female,Graduate school,Delaware
99939,Female,High school,New Jersey
99940,Female,Middle school,Minnesota
99941,Female,Corporate university,Virginia
99942,Female,Junior college,Nevada
99943,Female,University-preparatory school,Pennsylvania
99944,Female,Middle school,Mississippi
99945,Female,Middle school,Idaho
99946,Female,High school,Mississippi
99947,Female,University-preparatory school,Colorado
99948,Female,High school,Iowa
99949,Female,University-preparatory school,Arizona
99950,Female,Gymnasium,Washington
99951,Female,Gymnasium,North Dakota
99952,Female,Middle school,Arkansas
99953,Female,Technical college,Louisiana
99954,Female,Graduate school,Colorado
99955,Female,Corporate university,Idaho
